501	0.193182	0.042991	-0.187235	0.297613	-0.008676	0.125236	0.117551	0.144831	-0.176406	-0.153826	-0.073041	-0.003863	-0.081659	-0.023349	-0.015238	-0.129957	0.108551	0.043015	-0.030835	-0.071114	0.208796	0.150725	0.043994	0.06942	-0.116247	0.094606	-0.091478	-0.34148	0.080307	0.0718	0.02666	0.306635	-0.003255	0.035918	-0.010328	-0.024607	0.012802	0.009006	-0.048499	-0.017738	-0.079167	0.03589	-0.190116	-0.12542	0.156667	-0.002957	-0.107879	0.214415	-0.033069	-0.042785	-0.032184	0.147922	-0.141227	0.053576	-0.135846	0.211335	0.254113	0.019335	-0.165071	-0.072138	0.23142	0.137358	-0.101897	0.28748	0.044168	-0.069803	0.004105	0.029386	0.097716	0.01824	-0.037743	-0.02625	-0.299147	-0.008997	0.159232	-0.173708	0.007226	-0.001633	0.048012	0.17147	0.162582	-0.073745	0.03792	-0.055189	-0.074289	-0.134471	-0.096239	0.120985	0.191824	0.127976	-0.466508	0.012879	0.158376	-0.121876	-0.151426	0.005064	0.032966	-0.04107	0.097419	-0.003535	-0.033869	0.045154	-0.082679	-0.05075	-0.063166	0.061704	-0.107916	0.10289	0.02803	0.245698	-0.061094	-0.029216	0.098634	0.15431	-0.106971	-0.056478	0.112504	0.153555	0.098843	-0.073834
502	-0.042212	0.171343	0.158609	0.248071	-0.127315	-0.080556	-0.147736	0.055605	-0.053394	-0.134127	-0.327591	-0.001894	-0.324589	0.067274	-0.163664	0.15275	0.083227	-0.014215	-0.088022	0.095986	0.075859	-0.096361	-0.060773	-0.012251	-0.002073	0.096058	-0.030766	-0.053614	-0.202554	-0.058448	-0.090222	-0.052499	-0.020554	0.045138	0.063195	0.076324	-0.059332	0.133369	-0.238154	0.12944	-0.085956	0.037421	0.02492	-0.0196	0.164842	0.177095	0.119836	0.037989	0.372615	-0.13402	0.06475	0.037453	0.049351	-0.019041	-0.113586	0.185285	0.173533	-0.030062	0.006704	0.018306	0.20716	0.007052	0.079748	0.207075	-0.088929	-0.012269	-0.156236	-0.045941	0.067584	0.037348	-0.296865	0.073203	-0.28187	0.138606	-0.190063	-0.232388	-0.003896	0.002331	-0.056439	0.195108	0.212154	-0.102267	-0.050177	-0.027884	0.079606	0.010256	-0.07016	0.099133	0.018382	-0.0491	-0.167603	0.111725	0.167531	-0.11102	-0.058015	0.105237	0.207829	0.114218	-0.080757	0.131357	-0.058485	-0.04386	0.069967	0.0518	0.01341	-0.119074	0.077251	-0.10019	-0.084304	0.103964	0.122436	0.186952	0.297712	0.050164	-0.039764	0.133694	0.181118	0.080412	0.1564	0.009894
503	0.178703	0.106443	0.164645	0.12609	0.068181	0.116743	0.088477	0.057441	-0.006667	-0.073376	0.077246	0.139342	0.124938	-0.053162	0.020977	0.075778	0.069105	0.060209	-0.068389	-0.198868	-0.130906	0.201426	0.098329	-0.285278	0.015505	-0.06629	0.016999	0.098292	-0.118794	0.126233	0.079536	-0.020165	0.106956	-0.033458	-0.037847	-0.009016	-0.005999	-0.036592	0.100403	-0.157074	0.159763	-0.057357	0.060097	-0.010746	-0.069553	0.362945	-0.15195	0.015019	0.214923	0.217602	0.075451	0.209155	0.231202	-0.132269	-0.030699	0.118531	0.245857	-0.039415	-0.165304	-0.123585	0.198628	0.060042	0.089137	0.114696	0.050216	-0.010874	-0.015662	-0.069346	0.062603	0.076775	-0.019136	0.117199	-0.092149	-0.006674	0.134031	-0.173491	-0.1059	0.083808	0.063686	0.16191	-0.034332	0.007074	0.016502	-0.168286	0.028782	-0.205136	-0.053375	0.130733	0.118624	0.163112	-0.291027	0.105943	0.181266	-0.265452	-0.198206	0.013122	0.126311	0.036307	0.06235	-0.035007	0.040139	-0.004896	0.012358	0.063994	-0.226102	0.04978	0.006507	-0.017994	-0.131798	0.263128	0.158566	0.03744	0.300189	0.181399	0.136456	-0.160549	0.173339	0.152073	0.060975	-0.08592
504	-0.002357	-0.189176	-0.161044	0.114752	-0.075493	-0.024008	0.111179	0.156596	-0.090394	0.142628	0.056858	0.158096	-0.078261	-0.055237	-0.073041	0.135	0.080021	-0.123375	0.163661	0.017985	0.349988	-0.122071	-0.161926	-0.066223	-0.023084	0.051064	0.092542	0.042764	-0.003658	-0.012864	-0.006618	0.025489	0.217011	-0.001837	-0.262953	0.036238	-0.03673	-0.149755	0.233988	-0.167811	-0.014581	-0.044895	0.058612	-0.199131	0.072931	-0.109228	-0.016233	0.07141	0.03236	-0.128591	0.138916	-0.253218	-0.154217	-0.077141	0.031603	0.320348	0.100165	-0.025949	-0.1307	-0.08377	0.179986	-0.003699	-0.066302	0.124842	-0.006942	-0.087439	0.055344	0.057399	-0.141973	0.156911	0.039601	0.218179	-0.162059	-0.033988	0.095506	-0.071138	-0.109032	-0.040394	0.142681	0.136043	0.234494	-0.178698	-0.056972	-0.110112	-0.006535	-0.164714	0.043157	0.052163	-0.04255	0.144439	-0.307955	0.041919	0.241994	-0.219881	-0.33068	0.0973	-0.009083	-0.036	0.223235	-0.041249	-0.049166	0.048289	0.089592	-0.09124	-0.127877	-0.031322	0.105533	0.053564	-0.139761	0.107385	0.168009	-0.136249	0.100109	0.152632	0.085538	0.047743	0.143073	0.134868	0.01411	-0.040042
505	-0.025159	0.044342	0.034384	-0.047019	-0.0881	0.030561	-0.184572	-0.046292	0.121976	-0.01055	0.215177	-0.040665	0.082067	0.04119	-0.063548	0.207758	0.06415	0.035268	-0.125395	0.095911	-0.08185	-0.07405	0.100317	0.397949	0.018902	0.158533	-0.029148	0.216651	0.11516	-0.023213	0.103702	0.079722	-0.226996	0.035768	-0.130289	0.139489	-0.036643	-0.073789	0.176009	-0.010251	-0.144272	0.174354	-0.142556	-0.027264	-0.240135	-0.029989	-0.081584	-0.062803	-0.014353	-0.102513	-0.016709	-0.293344	-0.100284	0.148837	0.019155	0.093573	0.23773	-0.218282	0.056502	0.034052	-0.15717	0.191618	0.017926	0.035732	-0.168301	-0.092347	-0.078987	-0.079297	-0.073533	0.07155	0.322055	0.251782	-0.12779	0.02451	0.073929	-0.212344	0.018251	0.00291	-0.070517	0.064846	-0.007588	-0.088584	0.022305	0.044446	-0.012322	0.068448	0.020958	0.158729	-0.004759	0.234602	-0.351225	0.145916	-0.163619	0.09155	-0.140018	-0.024533	0.080656	0.029073	0.124323	-0.048838	-0.058095	0.126581	0.002285	-0.077648	-0.214022	-0.162887	-0.034375	0.022762	-0.180758	-0.080639	0.146006	0.025346	-0.084911	0.209965	0.053424	-0.056632	0.261673	-0.037131	0.075424	-0.135431
506	0.000022	0.058272	0.07053	0.138205	-0.086704	0.064393	0.014792	0.211695	-0.010524	-0.191974	-0.113438	0.275514	0.047333	0.203357	0.024049	0.151642	-0.12091	0.090869	-0.075248	0.020257	0.035347	-0.043327	0.044186	0.319914	0.02736	0.205106	0.146797	-0.045652	-0.245463	-0.231723	0.159513	-0.032173	-0.040461	-0.023557	0.015649	0.145557	-0.007247	0.044828	-0.040484	0.036313	0.044477	-0.178959	0.13011	-0.08097	0.084974	0.136926	-0.061699	0.184967	0.159647	-0.224374	-0.138283	0.025351	0.10422	0.099284	0.111797	0.048293	-0.18419	0.205846	-0.007969	-0.148469	0.246154	0.062738	0.029668	0.170554	-0.125043	0.169742	0.103736	-0.141388	-0.083295	0.074247	0.156878	0.158058	-0.031696	0.026678	-0.033485	-0.364945	-0.130763	0.109495	-0.01044	0.188296	0.171077	0.014444	0.047402	-0.067015	0.239961	-0.078889	0.021981	0.032934	-0.057169	0.106751	-0.319073	-0.013056	0.121923	-0.047067	-0.056781	0.013936	0.184967	0.034458	0.007101	0.048979	0.082064	0.014842	0.009482	0.049939	-0.009583	-0.097453	0.00962	0.016567	-0.104463	-0.042422	0.11811	0.16831	0.268342	0.194617	-0.086477	-0.105333	0.114413	0.125443	0.049803	-0.238243
507	0.120082	0.037793	-0.087091	-0.102589	-0.015262	-0.018573	-0.116623	-0.117985	-0.065476	0.156562	-0.087817	-0.019345	-0.049996	-0.17276	0.175302	-0.131116	-0.251497	-0.061116	-0.263121	0.011966	-0.208686	0.045804	-0.191292	0.034856	-0.035219	-0.071398	-0.125064	-0.00684	-0.020229	0.042236	-0.154547	0.131498	0.079271	0.026389	-0.043037	-0.116885	-0.024674	-0.112209	0.026037	0.233662	-0.160707	-0.221869	0.06093	-0.166967	0.117548	0.33957	-0.03734	0.086751	-0.070605	-0.259535	-0.090876	-0.077082	-0.133745	0.086801	0.141061	-0.04327	-0.089381	-0.151737	-0.161443	-0.095426	0.198494	-0.117784	-0.044579	-0.0259	-0.186863	0.002104	-0.096231	-0.059558	0.050617	0.062785	0.042824	-0.027163	-0.055511	-0.105601	0.122303	-0.320015	-0.282334	0.048493	-0.076313	0.161146	0.075437	-0.098456	-0.079243	-0.09864	-0.067031	-0.023597	-0.175353	-0.130778	0.117156	0.151157	-0.288577	0.066017	0.118233	-0.176925	-0.062317	0.007525	-0.111467	0.006076	0.165359	-0.060531	0.113336	0.025339	0.012254	-0.07135	0.125474	0.16513	0.087798	-0.054879	-0.248939	-0.268323	0.073474	0.108566	0.097119	0.236323	-0.064521	-0.171998	-0.116643	-0.02545	-0.013258	0.059523
508	0.068156	-0.004684	-0.271314	-0.021284	-0.026102	0.021969	0.037613	-0.068106	0.083021	0.030669	-0.131013	0.081368	-0.057083	-0.13742	0.287439	-0.137769	-0.177555	-0.062335	-0.249407	-0.093647	-0.187985	0.014465	-0.01113	0.119453	-0.13154	-0.172883	-0.05846	-0.049779	0.005749	0.057713	-0.270503	0.034499	0.05941	-0.10826	-0.021767	-0.070613	0.072717	-0.326053	-0.030705	0.096431	0.022498	-0.145662	-0.035624	-0.105444	0.202492	0.204353	0.009561	-0.055343	0.137388	-0.19399	-0.031184	-0.111001	-0.105852	0.139915	0.234723	0.01766	-0.147006	-0.166099	0.015016	0.059657	0.181295	-0.143447	-0.081258	0.006117	-0.106862	0.075479	-0.117337	-0.000687	0.242511	-0.044938	-0.201395	-0.110421	-0.085082	0.048272	0.129674	-0.293379	-0.259176	-0.015474	-0.05869	0.109006	0.084836	-0.072505	-0.054859	-0.049651	-0.082072	-0.072491	-0.157042	-0.075688	0.190311	0.139848	-0.275024	0.044963	0.060688	-0.31599	-0.130249	0.011034	-0.035991	-0.068795	0.165664	-0.00709	0.145933	0.060754	-0.08688	-0.082804	0.068244	0.087152	0.121448	-0.125724	-0.151751	0.011107	0.106083	-0.038848	0.02984	0.208663	0.043278	-0.195849	-0.153881	0.051561	-0.036565	0.148029
509	-0.004956	-0.074581	-0.002612	-0.064807	0.018619	0.082749	-0.240232	-0.096852	0.055615	0.062653	0.160796	-0.230461	-0.085065	-0.112329	-0.219637	-0.157013	0.005621	0.136836	0.020043	0.038578	0.282282	0.110299	-0.050261	-0.010812	-0.033512	-0.12941	0.283718	0.077028	0.010681	-0.004877	-0.034026	0.191313	-0.209494	0.051444	0.062441	-0.017092	-0.009155	0.020734	-0.113833	0.039445	0.022331	-0.046505	-0.166305	-0.224589	-0.025552	-0.140134	-0.055544	-0.160383	-0.044327	0.114142	0.304327	0.006725	0.080643	0.125647	0.180803	-0.126823	0.039969	-0.134474	-0.059785	-0.28683	0.054709	0.164665	0.113613	-0.113531	-0.000509	-0.043735	-0.133496	-0.143996	-0.346084	-0.091088	0.09702	0.173168	0.071137	-0.060622	0.026725	-0.296909	-0.144571	0.112433	0.026922	0.061963	0.168388	0.011706	-0.05445	-0.188273	-0.094931	-0.20236	-0.02689	0.116935	-0.200109	0.190106	-0.171116	0.146492	-0.12405	-0.175314	-0.023739	0.022918	-0.051814	0.069822	0.02363	-0.005425	-0.061267	0.258845	0.03895	-0.126442	0.12857	-0.043344	-0.160952	-0.076656	0.0319	-0.073594	-0.009113	0.105188	-0.071896	0.195187	0.20359	0.099516	0.081009	0.066799	0.102356	-0.121439
510	-0.114806	-0.007954	-0.014386	0.063742	-0.074438	0.114685	0.260867	-0.146799	-0.177805	-0.16137	0.112342	-0.04886	-0.125638	0.135835	0.036758	0.067399	0.122464	0.000218	0.062664	-0.138345	-0.190338	0.107153	-0.125321	0.120349	-0.135197	-0.019181	0.135669	-0.165154	-0.040566	-0.15405	0.219064	0.189445	0.02788	0.212314	-0.04931	0.29001	0.093237	0.061036	0.091638	0.16308	-0.038667	0.160598	-0.080072	-0.09866	0.135205	0.103327	-0.109147	-0.124065	-0.035571	-0.058696	0.189795	-0.22703	-0.164575	0.206079	-0.062746	0.072942	-0.06962	0.04116	0.095663	-0.07467	0.037078	0.086732	-0.002302	0.063014	-0.193254	0.026428	0.170508	-0.196346	-0.10046	-0.054666	0.237441	0.237865	-0.054599	-0.03751	0.003879	-0.421467	-0.08896	0.128933	0.114109	0.117226	0.065607	-0.064478	-0.056994	-0.081244	0.103027	0.014113	0.105424	-0.019541	-0.06769	0.131082	-0.324311	0.072232	0.115668	-0.090403	-0.10226	0.04484	0.043374	-0.027737	-0.024544	0.036841	0.030985	0.093427	-0.005429	0.034788	-0.033208	-0.079336	-0.063734	-0.001857	-0.190813	-0.098001	0.246192	0.181004	0.116226	0.259305	-0.012247	-0.15182	0.039207	0.032461	0.037057	-0.202438
